cns5_id,gj_id,component_id,n_components,primary_flag,gj_system_primary,gaia_edr3_id,hip_id,ra,dec,epoch,coordinates_bibcode,parallax,parallax_error,parallax_bibcode,pmra,pmra_error,pmdec,pmdec_error,pm_bibcode,rv,rv_error,rv_bibcode,g_mag,g_mag_error,bp_mag,bp_mag_error,rp_mag,rp_mag_error,g_mag_from_hip,g_mag_from_hip_error,g_rp_from_hip,g_rp_from_hip_error,g_mag_resulting,g_mag_resulting_error,g_rp_resulting,g_rp_resulting_error,g_rp_resulting_flag,j_mag,j_mag_error,h_mag,h_mag_error,k_mag,k_mag_error,jhk_mag_bibcode,w1_mag,w1_mag_error,w2_mag,w2_mag_error,w3_mag,w3_mag_error,w4_mag,w4_mag_error,wise_mag_bibcode
3723,575,AB,2,1,,,73695,225.94867390744977,47.654013622336414,1991.25,2007A&A...474..653V,79.94999694824219,1.56,2007A&A...474..653V,-445.84,1.440000057220459,19.86,1.6699999570846558,2007A&A...474..653V,,,,,,,,,,4.5776553150348205,0.08216749876737595,0.5041137932293118,0.13145154304868328,4.5776553,0.08216749876737595,0.5041137932293118,0.13145154304868328,2,,,,,,,,,,,,,,,,
3701,12148,,,0,,,,224.3819911,47.4055975,2000.0,2014yCat.2328....0C,49.5,2.9,2020AJ....159..257B,140.0,3.0,-84.69999694824219,2.299999952316284,2020AJ....159..257B,,,,,,,,,,,,,,,,,,,,,,,,,,16.619,0.06,14.647,0.043,12.64,0.413,9.272,,2014yCat.2328....0C
3711,12153,B,2,0,572,1586968533013974528,73470,225.23315891676822,45.42719495066728,2016.0,2020yCat.1350....0G,85.4272212919698,0.076965205,2020yCat.1350....0G,258.2474485644709,0.0818941593170166,317.1824752519801,0.07835333049297333,2020yCat.1350....0G,,,,11.717453,0.002467500686883491,,,,,,,,,11.717453,0.002467500686883491,,,,,,,,,,,,,,,,,,,
3710,572,A,2,1,,1586968533015434624,73470,225.23295712928606,45.427733172802014,2016.0,2020yCat.1350....0G,85.43787647979764,0.02884139,2020yCat.1350....0G,225.06452605183537,0.02490454912185669,328.51971521890596,0.03079400211572647,2020yCat.1350....0G,-13.300433158874512,0.20374535024166107,2020yCat.1350....0G,8.467483,0.00029301003556885777,9.381575,0.0014391959982489398,7.5088906,0.0022494960230220293,,,,,8.467483,0.00029301003556885777,0.9495291627743971,0.0029701039508690076,0,6.198,0.023,5.604,0.034,5.383,0.018,2003yCat.2246....0C,5.291,0.185,5.07,0.071,5.199,0.015,5.098,0.028,2014yCat.2328....0C
3702,12149,,,0,,1586649326754181376,,224.41383399890174,45.28844665004023,2016.0,2020yCat.1350....0G,42.803343735868964,0.11623939,2020yCat.1350....0G,-198.0499278414779,0.1044403687119484,101.45530582504938,0.13161443173885345,2020yCat.1350....0G,,,,17.63787,0.0015041585214954252,20.849514,0.10419644259213752,16.054276,0.003084186820692828,,,,,17.63787,0.0015041585214954252,1.5835952758789062,0.0034314284493083395,1,13.119,0.023,12.382,0.021,11.927,0.02,2003yCat.2246....0C,11.63,0.023,11.387,0.02,11.052,0.086,9.124,,2014yCat.2328....0C
3653,12129,,,0,,1590096093840214272,,221.50611085291297,46.55503194432946,2016.0,2020yCat.1350....0G,58.681513142223984,0.1389314,2020yCat.1350....0G,496.8795854243917,0.10729087144136429,-415.5883225621925,0.12070505321025848,2020yCat.1350....0G,,,,13.230633,0.0004922400910510771,15.009722,0.0020202931490834685,11.96438,0.0006481042610890921,,,,,13.230633,0.0004922400910510771,1.2683092249043304,0.0024882973177406745,0,10.138,0.021,9.592,0.02,9.308,0.017,2003yCat.2246....0C,9.124,0.022,8.918,0.02,8.717,0.023,8.217,0.168,2014yCat.2328....0C
3606,3858,,,0,,1603611493015735296,,218.05659204654648,49.651165748848456,2016.0,2020yCat.1350....0G,54.797567964746285,0.022504505,2020yCat.1350....0G,-583.044327986783,0.017944611608982086,-107.67989605095423,0.01941579207777977,2020yCat.1350....0G,,,,12.065017,0.00043306449688720145,13.528711,0.001330975457062853,10.875188,0.0006356868990829997,,,,,12.065017,0.00043306449688720145,1.184032394273933,0.001966111263629154,0,9.277,0.027,8.782,0.053,8.561,0.02,2003yCat.2246....0C,8.351,0.023,8.155,0.02,8.048,0.021,7.72,0.119,2014yCat.2328....0C
3771,12198,,,0,,1388684770725399296,,229.16848301447166,39.17983717431188,2016.0,2020yCat.1350....0G,56.74351225870382,0.041193705,2020yCat.1350....0G,-202.87724869432503,0.036682579666376114,-61.549164914086184,0.052289336919784546,2020yCat.1350....0G,,,,14.660829,0.0007855279847149055,17.357718,0.007748996791138645,13.222841,0.0016093050483845465,,,,,14.660829,0.0007855279847149055,1.440414335721959,0.008020399865831692,0,10.796,0.021,10.188,0.016,9.813,0.018,2003yCat.2246....0C,9.617,0.022,9.378,0.02,9.136,0.024,8.982,0.315,2014yCat.2328....0C
3740,12173,,,0,,1392907032814774528,,227.09517205075286,41.5405173967996,2016.0,2020yCat.1350....0G,45.88536392555276,0.018147001,2020yCat.1350....0G,-67.34153049280971,0.014994545839726925,-3.0539180828329524,0.018903862684965134,2020yCat.1350....0G,-19.32216453552246,0.23570480942726135,2020yCat.1350....0G,10.84638,0.0004887908343088999,12.03568,0.0018534946681785782,9.76223,0.0009979165542132965,,,,,10.84638,0.0004887908343088999,1.083398719826556,0.002474122053201773,0,8.337,0.021,7.703,0.02,7.502,0.02,2003yCat.2246....0C,7.311,0.034,7.272,0.02,7.188,0.017,7.143,0.069,2014yCat.2328....0C
3677,12139,,,0,,1489294551432850560,,223.06692178226328,41.321589040332356,2016.0,2020yCat.1350....0G,50.50929268316177,0.018300734,2020yCat.1350....0G,-452.34644411907266,0.014148693531751633,-72.73213484313379,0.014703226275742054,2020yCat.1350....0G,,,,12.246227,0.0004107158921296622,13.62609,0.001910366288449082,11.091491,0.0006463398214640719,,,,,12.246227,0.0004107158921296622,1.1547424488514195,0.0023994279570041127,0,9.542,0.019,8.976,0.022,8.719,0.016,2003yCat.2246....0C,8.563,0.023,8.398,0.02,8.282,0.019,8.149,0.154,2014yCat.2328....0C
3713,3886,,,0,,1291763611011228800,,225.29992151592927,35.45292955885673,2016.0,2020yCat.1350....0G,42.248617015197155,0.021036508,2020yCat.1350....0G,151.5418208424468,0.014599969610571861,-273.44930848888293,0.019254708662629128,2020yCat.1350....0G,14.623032569885254,0.32325035333633423,2020yCat.1350....0G,11.112731,0.00035198818347635473,12.270829,0.0012310904500542805,10.041756,0.0006105807975452335,,,,,11.112731,0.00035198818347635473,1.0700602669709203,0.001891663978233403,0,8.67,0.032,8.04,0.018,7.832,0.023,2003yCat.2246....0C,7.671,0.029,7.603,0.02,7.498,0.017,7.343,0.081,2014yCat.2328....0C
3659,563.1,,,0,,1294776032353235968,72387,222.0055613999907,38.46565493754198,2016.0,2020yCat.1350....0G,41.77351533635906,0.014467902,2020yCat.1350....0G,-66.53145624379957,0.010622655041515827,-130.17395882612274,0.012915532104671001,2020yCat.1350....0G,-12.859463691711426,0.2388629913330078,2020yCat.1350....0G,9.183443,0.00024573968498416225,9.960373,0.000612679498977159,8.325295,0.00037538912875823813,,,,,9.183443,0.00024573968498416225,0.858916817658438,0.0014853596084641496,0,7.23,0.023,6.646,0.017,6.494,0.021,2003yCat.2246....0C,6.454,0.072,6.443,0.024,6.429,0.015,6.345,0.047,2014yCat.2328....0C
3582,3851,,,0,,1494578701236917888,,217.12650270541448,45.909556321646726,2016.0,2020yCat.1350....0G,48.1341233803098,0.036463656,2020yCat.1350....0G,-874.3821923081234,0.028375573456287384,103.38691868841708,0.03257366642355919,2020yCat.1350....0G,,,,14.88492,0.0005680574790534102,17.2491,0.004797885259540861,13.500094,0.000874249683602834,,,,,14.88492,0.0005680574790534102,1.3901132258567004,0.005047178961855734,0,11.336,0.021,10.746,0.018,10.434,0.012,2003yCat.2246....0C,10.202,0.022,9.994,0.02,9.695,0.035,8.179,0.194,2014yCat.2328....0C
3547,12064,,,0,,1506739643437879808,,215.16001539650512,46.04191476962205,2016.0,2020yCat.1350....0G,48.26931971440113,0.019138977,2020yCat.1350....0G,-627.0897201246803,0.013614922761917114,-186.57376805080554,0.017893800511956215,2020yCat.1350....0G,,,,13.6030855,0.0005597611413065901,15.42133,0.002535120857289633,12.327091,0.0009508962642060226,,,,,13.6030855,0.0005597611413065901,1.2783939668061823,0.0030035048637127083,0,10.455,0.021,9.94,0.022,9.661,0.017,2003yCat.2246....0C,9.465,0.023,9.265,0.02,9.123,0.027,8.668,,2014yCat.2328....0C
3526,12053,B,2,0,541.2,1505209054532280960,,214.34237220584717,45.42936021377157,2016.0,2020yCat.1350....0G,52.67183740531429,0.15582664,2020yCat.1350....0G,43.8128803260905,0.11374298483133316,-19.347369529691292,0.1275881975889206,2020yCat.1350....0G,,,,12.601654,0.0005860937814632849,14.381482,0.001671833802121895,11.320737,0.0007305740016648384,,,,,12.601654,0.0005860937814632849,1.2714475085260544,0.0022402603942010685,0,9.467,0.019,8.922,0.016,8.672,0.018,2003yCat.2246....0C,8.459,0.021,8.269,0.02,8.124,0.02,7.902,0.168,2014yCat.2328....0C
3527,541.2,A,2,1,,1505214930047542784,69824,214.35186828824175,45.44439491661948,2016.0,2020yCat.1350....0G,51.48606715598093,0.0147341825,2020yCat.1350....0G,43.83856544816847,0.011977942660450935,-18.274121128884694,0.014187842607498169,2020yCat.1350....0G,3.1567258834838867,0.3929407000541687,2020yCat.1350....0G,9.535872,0.0002583705545190306,10.449208,0.0006940501093118457,8.592963,0.0003364600330140401,,,,,9.535872,0.0002583705545190306,0.9436093384676096,0.0015115921764985401,0,7.389,0.02,6.781,0.021,6.601,0.016,2003yCat.2246....0C,6.482,0.079,6.393,0.024,6.428,0.015,6.386,0.05,2014yCat.2328....0C
3513,3836,,,0,,1505105593069066880,,213.8165096784808,45.01380459038877,2016.0,2020yCat.1350....0G,58.98759413859896,0.019192409,2020yCat.1350....0G,-674.4431170289624,0.015868552029132843,-224.13698768058384,0.019189031794667244,2020yCat.1350....0G,,,,10.730905,0.0004110282740305623,12.070716,0.0017369424809973932,9.579496,0.0006893921609389969,,,,,10.730905,0.0004110282740305623,1.1438719865908353,0.0022764513466923732,0,8.014,0.018,7.474,0.018,7.227,0.017,2003yCat.2246....0C,7.014,0.045,6.951,0.021,6.894,0.016,6.801,0.065,2014yCat.2328....0C
3592,3852,,,0,,1491593733326694912,70873,217.40433190949236,41.79493324268516,2016.0,2020yCat.1350....0G,42.78060350335175,0.019837035,2020yCat.1350....0G,161.3728791572052,0.013658988289535046,-220.36120093816663,0.016704782843589783,2020yCat.1350....0G,-0.5450891852378845,0.13613085448741913,2020yCat.1350....0G,6.200569,0.00017923913492992946,6.5403895,0.0007056159076324095,5.6854386,0.0013609494795682336,,,,,6.200569,0.00017923913492992946,0.5132428788621994,0.0020099943519923022,0,5.105,0.018,4.847,0.026,4.736,0.016,2003yCat.2246....0C,4.721,0.253,4.521,0.11,4.779,0.014,4.724,0.025,2014yCat.2328....0C
3466,12014,,,0,,,,210.0956208,43.6395058,2000.0,2014yCat.2328....0C,41.0,3.0,2020AJ....159..257B,-240.0,3.0,0.0,4.0,2020AJ....159..257B,,,,,,,,,,,,,,,,,,,16.301,0.093,15.094,0.077,14.487,0.077,2003tmc..book.....C,13.846,0.025,13.348,0.028,12.118,0.249,9.093,,2014yCat.2328....0C
3449,12000,,,0,,1502523188143833088,,209.1699846362829,43.716611999031855,2016.0,2020yCat.1350....0G,50.0,0.6,2018A&A...616A...1G,-452.5,0.699999988079071,38.5,0.699999988079071,2018A&A...616A...1G,-22.2,3.0,2009ApJ...705.1416R,15.827231,0.000864933503337097,18.8752,0.018076440789937684,14.328594,0.0014482152728223603,,,,,15.827231,0.000864933503337097,1.4986371994018555,0.0016868424471867334,1,11.709,0.023,11.043,0.021,10.65,0.018,2003yCat.2246....0C,10.391,0.023,10.151,0.02,9.819,0.038,9.002,0.398,2014yCat.2328....0C
3497,12035,,,0,,1498145551317166336,,212.38190724078507,41.63593417386066,2016.0,2020yCat.1350....0G,41.01389137956877,0.027516967,2020yCat.1350....0G,-217.32358906158927,0.019838407635688782,72.55412383682571,0.024962985888123512,2020yCat.1350....0G,,,,14.099267,0.00043385844761760993,16.211441,0.00297502733175399,12.755548,0.0009961442340265755,,,,,14.099267,0.00043385844761760993,1.3439629839195277,0.003396040482630862,0,10.706,0.02,10.187,0.016,9.848,0.016,2003yCat.2246....0C,9.646,0.024,9.425,0.02,9.211,0.03,8.732,0.381,2014yCat.2328....0C
3553,12069,,,0,,1611203693436717440,,215.40638182112986,56.45632618996663,2016.0,2020yCat.1350....0G,42.02291508951338,0.023283679,2020yCat.1350....0G,-192.5579427410388,0.023854393512010574,292.89407561029714,0.02669929713010788,2020yCat.1350....0G,,,,14.688221,0.0005528584301391822,16.681143,0.0045917275660400676,13.373606,0.0010825279478171373,,,,,14.688221,0.0005528584301391822,1.3186682715116789,0.004893447537119145,0,11.467,0.019,10.895,0.026,10.647,0.023,2003yCat.2246....0C,10.39,0.022,10.186,0.02,10.01,0.046,8.765,,2014yCat.2328....0C
3613,556,,,0,,1605198298364601088,71181,218.36887175001752,52.909892945555704,2016.0,2020yCat.1350....0G,75.59144569292405,0.017163709,2020yCat.1350....0G,-191.4568767283299,0.015676524490118027,247.9190111250067,0.0175617765635252,2020yCat.1350....0G,11.074878692626953,0.1277659833431244,2020yCat.1350....0G,6.918849,0.00013893339359217913,7.448139,0.0006500956606346283,6.234747,0.0005912296910620941,,,,,6.918849,0.00013893339359217913,0.6828422261919819,0.0015691325360113317,0,5.436,0.037,4.872,0.029,4.789,0.017,2003yCat.2246....0C,4.774,0.289,4.607,0.11,4.808,0.015,4.755,0.026,2014yCat.2328....0C
3491,12031,,,0,,1658057762250899584,,211.94421356596527,57.19674056757806,2016.0,2020yCat.1350....0G,43.53741483062781,0.026789155,2020yCat.1350....0G,-683.4050730620218,0.02000114880502224,178.0464853024432,0.022222090512514114,2020yCat.1350....0G,,,,12.827663,0.0005171373869091528,14.443755,0.0023078750653007054,11.599254,0.0009061430668790583,,,,,12.827663,0.0005171373869091528,1.2270837280730131,0.002799532563605882,0,9.875,0.021,9.313,0.019,9.045,0.019,2003yCat.2246....0C,8.862,0.023,8.685,0.02,8.529,0.021,8.085,0.158,2014yCat.2328....0C
3385,11972,A,2,1,,1658968059093995136,,205.443686647687,58.255238116321856,2016.0,2020yCat.1350....0G,46.292920237765536,0.0753241,2020yCat.1350....0G,81.77504876876965,0.06713204830884933,-59.35694967536106,0.07054581493139267,2020yCat.1350....0G,,,,11.816259,0.0007409003888243198,12.864208,0.004491481147022629,10.298572,0.0039007163872196876,,,,,11.816259,0.0007409003888243198,1.1626399595810675,0.006089252107408916,0,8.733,0.03,8.171,0.047,7.876,0.018,2003yCat.2246....0C,7.68,0.03,7.558,0.02,7.45,0.017,7.216,0.096,2014yCat.2328....0C
3384,11971,B,2,0,11972,1658968054798747008,,205.44330220148612,58.25517575823764,2016.0,2020yCat.1350....0G,45.889871664241554,0.14541423,2020yCat.1350....0G,52.58968994061217,0.12110916525125504,-62.140204292562004,0.31442588567733765,2020yCat.1350....0G,,,,12.745718,0.003868844484979335,,,,,,,,,12.745718,0.003868844484979335,,,,8.733,0.03,8.171,0.047,7.876,0.018,2003yCat.2246....0C,7.68,0.03,7.558,0.02,7.45,0.017,7.216,0.096,2014yCat.2328....0C
3482,12023,,,0,,,,211.3263496,55.5726027,2000.0,2014yCat.2328....0C,158.2,2.6,2021ApJS..253....7K,-2334.8,1.2,226.8,1.0,2021ApJS..253....7K,,,,,,,,,,,,,,,,,,,,,,,,,,18.765,0.396,14.097,0.037,12.204,0.263,8.981,,2014yCat.2328....0C
3405,3805,,,0,,1658578797618935680,,206.50700407557588,57.009951197289666,2016.0,2020yCat.1350....0G,40.069219006251664,0.01949141,2020yCat.1350....0G,-192.22793608925213,0.016554078087210655,189.6289929972964,0.018192654475569725,2020yCat.1350....0G,,,,13.486851,0.0005684985989725483,13.462372,0.0010600286780752543,13.570824,0.001009902576577626,,,,,13.486851,0.0005684985989725483,-0.08397293090820312,0.0011589192686343073,1,13.704,0.022,13.821,0.035,13.757,0.041,2003yCat.2246....0C,13.862,0.025,13.896,0.033,13.091,,9.235,,2014yCat.2328....0C
3380,11967,,,0,,1562668432688194688,66781,205.30571338100955,56.727485979247334,2016.0,2020yCat.1350....0G,41.87362528615149,0.020246934,2020yCat.1350....0G,-17.308664577533634,0.01738293468952179,70.49257146771397,0.020228039473295212,2020yCat.1350....0G,-8.162372589111328,0.12561775743961334,2020yCat.1350....0G,7.5441437,0.00018540476271375523,7.9641647,0.0007250605433837154,6.956442,0.0005684157652400969,,,,,7.5441437,0.00018540476271375523,0.5875601512614373,0.0015933641372094997,0,6.259,0.021,5.903,0.033,5.779,0.024,2003yCat.2246....0C,5.76,0.14,5.721,0.052,5.798,0.015,5.764,0.038,2014yCat.2328....0C
3568,549,A,2,1,,1604859511344724864,70497,216.2974561533579,51.84896726025888,2016.0,2020yCat.1350....0G,68.81999969482422,0.14,2007A&A...474..653V,-235.4,0.14000000059604645,-399.07,0.12999999523162842,2007A&A...474..653V,-11.113917350769043,0.49156248569488525,2020yCat.1350....0G,3.9172292,0.0014086751535252555,4.176286,0.002903871165609894,3.4793646,0.003029411323110768,,,,,3.9172292,0.0014086751535252555,0.4325428654368545,0.004393153845593425,0,3.179,0.244,2.98,0.216,2.739,0.332,2003yCat.2246....0C,,,,,,,,,
3567,549,B,2,0,,1604859408265509632,,216.29652899703083,51.829621790878264,2016.0,2020yCat.1350....0G,68.84309729557653,0.035924934,2020yCat.1350....0G,-239.50352517899242,0.03376108780503273,-403.9942177359614,0.03302466869354248,2020yCat.1350....0G,,,,10.498154,0.0004558887960571646,11.779347,0.0012423415615637858,9.372881,0.0005462639627148083,,,,,10.498154,0.0004558887960571646,1.121173950072159,0.0018793128724482338,0,7.883,0.02,7.276,0.02,7.055,0.031,2003yCat.2246....0C,6.807,0.034,6.733,0.021,6.69,0.016,6.529,0.05,2014yCat.2328....0C
3557,12072,,,0,,1604901876901703168,,215.76332804586107,51.776004628617116,2016.0,2020yCat.1350....0G,57.870010102010966,0.061987847,2020yCat.1350....0G,362.7204844260101,0.06097991764545441,192.97412393889368,0.06385058164596558,2020yCat.1350....0G,,,,15.866691,0.0007578620819261363,19.006048,0.030347561342529618,14.382558,0.0011782058310732025,,,,,15.866691,0.0007578620819261363,1.4841327667236328,0.0014009011084285406,1,11.885,0.021,11.3,0.017,10.95,0.023,2003yCat.2246....0C,10.721,0.023,10.511,0.02,10.233,0.047,9.232,,2014yCat.2328....0C
3430,532,,,0,,1510834911934401152,67691,208.00294477888406,49.9502912331876,2016.0,2020yCat.1350....0G,70.17455836919251,0.019654032,2020yCat.1350....0G,423.14598482503453,0.014585268683731556,-139.0619470215182,0.016619889065623283,2020yCat.1350....0G,-45.49775314331055,0.1356901079416275,2020yCat.1350....0G,8.254614,0.000254957490408281,9.051223,0.0009743083597578062,7.3838987,0.0005928223031807537,,,,,8.254614,0.000254957490408281,0.8716556225957254,0.0017293684000358283,0,6.279,0.02,5.638,0.02,5.508,0.021,2003yCat.2246....0C,5.448,0.166,5.31,0.061,5.427,0.014,5.381,0.033,2014yCat.2328....0C
3306,3785,CD,4,0,3783,1565090003967879424,65477,201.30730577290853,54.987845339784336,2016.0,2020yCat.1350....0G,39.90999984741211,0.13,2007A&A...474..653V,120.21,0.11999999731779099,-16.04,0.14000000059604645,2007A&A...474..653V,,,,3.9743545,0.0016092181861128165,4.053378,0.002883518823587042,3.7898064,0.002354427467172472,,,,,3.9743545,0.0016092181861128165,0.17888074896140208,0.003943096436071147,0,3.291,0.226,3.295,0.228,3.145,0.244,2003yCat.2246....0C,3.593,0.497,3.254,0.298,3.598,0.015,3.564,0.02,2014yCat.2328....0C
3301,3784,B,4,0,3783,1563590510627624064,,200.98556035442118,54.92168988678249,2016.0,2020yCat.1350....0G,40.280285728957914,0.32688457,2020yCat.1350....0G,114.52861483482667,0.2418150007724762,-26.88717508652601,0.23082676529884338,2020yCat.1350....0G,,,,3.9137754,0.0016706825734171167,3.9617486,0.0015612039303637324,3.7689795,0.0017216882543286147,,,,,3.9137754,0.0016706825734171167,0.13378382350155224,0.0026629998417717336,0,7.331,,6.841,,2.821,0.342,2003yCat.2246....0C,,,,,,,,,
3300,3783,A,4,1,,1563590579347125632,65378,200.98237336533253,54.92525907860076,2016.0,2020yCat.1350....0G,40.213284471127004,0.530214,2020yCat.1350....0G,122.46748022957269,0.3345014750957489,-22.68188642875364,0.7511895895004272,2020yCat.1350....0G,,,,2.282647,0.004066802527676826,2.9681494,0.05155110248205142,2.4338107,0.026883309185812942,,,,,2.282647,0.004066802527676826,0.3427793439499104,0.05815426450308681,0,,,,,,,,,,,,,,,,
3373,11965,,,0,,1561691138650134528,,204.97479295328372,53.81535476043682,2016.0,2020yCat.1350....0G,43.22194180801597,0.020245435,2020yCat.1350....0G,-338.503929532811,0.01702278107404709,173.76882998837348,0.01951248198747635,2020yCat.1350....0G,,,,14.084914,0.0004464466406306177,15.889395,0.002551774108543976,12.812845,0.0008653441857366824,,,,,14.084914,0.0004464466406306177,1.2744658821966564,0.0029917171759415505,0,11.004,0.023,10.451,0.027,10.184,0.023,2003yCat.2246....0C,9.957,0.023,9.76,0.02,9.601,0.034,8.548,,2014yCat.2328....0C
3350,11951,,,0,,1662884038476196864,,203.918043267051,60.8632923503647,2016.0,2020yCat.1350....0G,47.160165500022764,0.026786458,2020yCat.1350....0G,95.58357631622738,0.02058558166027069,120.11701578503514,0.021569054573774338,2020yCat.1350....0G,,,,12.808395,0.000493428815307616,14.390713,0.0014716996301981948,11.588288,0.0007290313240228193,,,,,12.808395,0.000493428815307616,1.2180298062100556,0.0020946089069160305,0,9.898,0.025,9.391,0.034,9.101,0.02,2003yCat.2246....0C,8.923,0.023,8.741,0.02,8.596,0.022,8.712,0.312,2014yCat.2328....0C
3282,11918,,,0,,,,200.017361,60.5739275,2000.0,2014yCat.2328....0C,60.599998474121094,2.5,2019ApJS..240...19K,-559.0,1.399999976158142,-50.900001525878906,0.800000011920929,2019ApJS..240...19K,,,,,,,,,,,,,,,,,,,16.496,0.092,16.724,0.149,16.396,0.213,2011ApJS..197...19K,16.715,0.066,14.519,0.042,12.302,,9.066,,2014yCat.2328....0C
3294,509.1,,,0,,1565976794456209792,65327,200.8479754605447,57.90600448390408,2016.0,2020yCat.1350....0G,38.70804233041911,0.49761912,2020yCat.1350....0G,121.99469736984602,0.4990209639072418,-6.863984437485511,0.46861931681632996,2020yCat.1350....0G,-14.477066993713379,0.6944379210472107,2020yCat.1350....0G,9.139757,0.0002897523047696373,9.917978,0.0010831865449018394,8.270951,0.0008900747402849823,,,,,9.139757,0.0002897523047696373,0.8637505671492406,0.001911943025916244,0,7.172,0.018,6.571,0.02,6.421,0.017,2003yCat.2246....0C,6.311,0.087,6.202,0.027,6.264,0.016,6.18,0.047,2014yCat.2328....0C
3307,11930,,,0,,1565867461768654208,65515,201.43794348796365,56.9705435695222,2016.0,2020yCat.1350....0G,46.21523931481147,0.015513133,2020yCat.1350....0G,-217.47304108088522,0.015172827988862991,11.238874079756876,0.014011507853865623,2020yCat.1350....0G,-12.491433143615723,0.13088303804397583,2020yCat.1350....0G,7.077803,0.00046873888567216284,7.477817,0.001698251712861002,6.507878,0.0015870449457711907,,,,,7.077803,0.00046873888567216284,0.5695153480594184,0.002663225589418442,0,5.812,0.023,5.481,0.021,5.411,0.024,2003yCat.2246....0C,5.374,0.185,5.256,0.065,5.423,0.015,5.351,0.032,2014yCat.2328....0C
3068,11795,,,0,,1583484215025634688,,187.2865944132963,62.6601861365327,2016.0,2020yCat.1350....0G,39.820193141003855,0.10931672,2020yCat.1350....0G,-291.3726329057989,0.11119595170021057,-266.9193279009053,0.12027012556791306,2020yCat.1350....0G,,,,16.678356,0.0014751878482773232,18.592604,0.08242846782216144,14.872975,0.024729480839288945,,,,,16.678356,0.0014751878482773232,1.8053808212280273,0.02477344145992769,1,,,,,,,,,,,,,,,,
3167,9417,,,0,,,62512,192.16390078649164,60.319897096609274,1991.25,2007A&A...474..653V,41.59000015258789,2.69,2007A&A...474..653V,109.74,2.559999942779541,-23.64,2.4000000953674316,2007A&A...474..653V,,,,,,,,,,5.708241328340142,0.08191219717264175,0.41217757750360917,0.13113248416681206,5.7082415,0.08191219717264175,0.41217757750360917,0.13113248416681206,2,,,,,,,,,,,,,,,,
3010,11759,,,0,,,,183.671853,63.278779,2016.08,2021ApJS..253....7K,55.8,4.6,2021ApJS..253....7K,131.1,1.8,22.0,1.4,2021ApJS..253....7K,,,,,,,,,,,,,,,,,,,,,,,,,,14.928,0.031,13.744,0.031,12.254,0.265,9.345,,2014yCat.2328....0C
3203,11878,,,0,,1576903019458821248,,194.85949385880804,56.56252420382174,2016.0,2020yCat.1350....0G,42.81379372503855,0.02317686,2020yCat.1350....0G,-579.2673532425257,0.017977839335799217,-82.49023372094975,0.01812070608139038,2020yCat.1350....0G,,,,12.127158,0.00046357233755116555,13.469398,0.0012382970448001124,10.981017,0.0007977657406570854,,,,,12.127158,0.00046357233755116555,1.1430785104597825,0.0019646398520153352,0,9.449,0.02,8.882,0.026,8.655,0.02,2003yCat.2246....0C,8.484,0.024,8.319,0.019,8.238,0.02,8.013,0.187,2014yCat.2328....0C
3183,11863,,,0,,,62956,193.50680405091686,55.959842985727555,1991.25,2007A&A...474..653V,39.5099983215332,0.2,2007A&A...474..653V,111.91,0.23000000417232513,-8.24,0.1899999976158142,2007A&A...474..653V,,,,,,,,,,1.787162079087426,0.08191219717264175,-0.0088203433091818,0.13113248416681206,1.7871621,0.08191219717264175,-0.0088203433091818,0.13113248416681206,2,,,,,,,,,,,,,,,,
3181,11861,,,0,,1570296397685102848,,193.45047148264555,54.185393671722785,2016.0,2020yCat.1350....0G,40.8300871529474,0.029712308,2020yCat.1350....0G,-124.80710657795856,0.02537381835281849,-209.49222807077462,0.0282966960221529,2020yCat.1350....0G,,,,14.584504,0.0007990884365050722,16.63242,0.005485707345345108,13.255519,0.002331850102820341,,,,,14.584504,0.0007990884365050722,1.3299235323699858,0.006100861413013452,0,11.289,0.02,10.658,0.018,10.387,0.02,2003yCat.2246....0C,10.176,0.023,9.981,0.02,9.819,0.04,8.88,,2014yCat.2328....0C
3173,3754,,,0,,1570514066627694336,,192.53008582614962,54.77947760564883,2016.0,2020yCat.1350....0G,42.22779736001813,0.07614424,2020yCat.1350....0G,-277.9462299382494,0.05973556265234947,-1253.2768798905015,0.06800371408462524,2020yCat.1350....0G,,,,17.327862,0.0007917206545878818,18.087074,0.01111910603286908,16.50347,0.005318487311774431,,,,,17.327862,0.0007917206545878818,0.8384753369351918,0.01239398347004268,0,15.795,0.067,15.659,0.131,15.396,0.212,2003yCat.2246....0C,15.072,0.033,15.169,0.077,12.564,,9.203,,2014yCat.2328....0C
3170,11853,,,0,,1570379101575286912,,192.3848499453013,54.18577841285227,2016.0,2020yCat.1350....0G,40.667927149200096,0.022144219,2020yCat.1350....0G,-574.1538033390228,0.015774594619870186,480.8544221281862,0.016232309862971306,2020yCat.1350....0G,,,,12.491688,0.00030833850229379647,13.769589,0.0009664530946088049,11.375753,0.0005421609666837839,,,,,12.491688,0.00030833850229379647,1.117759088463428,0.0017082066906186821,0,9.932,0.018,9.358,0.02,9.133,0.018,2003yCat.2246....0C,8.966,0.023,8.794,0.02,8.666,0.024,8.548,0.245,2014yCat.2328....0C
