cns5_id,gj_id,component_id,n_components,primary_flag,gj_system_primary,gaia_edr3_id,hip_id,ra,dec,epoch,coordinates_bibcode,parallax,parallax_error,parallax_bibcode,pmra,pmra_error,pmdec,pmdec_error,pm_bibcode,rv,rv_error,rv_bibcode,g_mag,g_mag_error,bp_mag,bp_mag_error,rp_mag,rp_mag_error,g_mag_from_hip,g_mag_from_hip_error,g_rp_from_hip,g_rp_from_hip_error,g_mag_resulting,g_mag_resulting_error,g_rp_resulting,g_rp_resulting_error,g_rp_resulting_flag,j_mag,j_mag_error,h_mag,h_mag_error,k_mag,k_mag_error,jhk_mag_bibcode,w1_mag,w1_mag_error,w2_mag,w2_mag_error,w3_mag,w3_mag_error,w4_mag,w4_mag_error,wise_mag_bibcode
3137,11834,,,0,,1577483492879086464,,190.44829860698144,56.753805972512055,2016.0,2020yCat.1350....0G,41.854116379130886,0.043481115,2020yCat.1350....0G,116.2330666948328,0.03293412923812866,-0.6066867665276358,0.030417978763580322,2020yCat.1350....0G,,,,12.265954,0.0004519660202081571,13.737446,0.0020352806605875595,11.063863,0.000919854279900351,,,,,12.265954,0.0004519660202081571,1.1886782665654727,0.002584279254185338,0,9.483,0.023,8.848,0.021,8.608,0.014,2003yCat.2246....0C,8.459,0.023,8.299,0.02,8.152,0.019,7.88,0.158,2014yCat.2328....0C
3136,3743,,,0,,1571411233756646656,61946,190.4364785040678,55.72465035067809,2016.0,2020yCat.1350....0G,44.03531990167995,0.024731949,2020yCat.1350....0G,122.77086100467183,0.018458442762494087,-5.062968737084211,0.020945336669683456,2020yCat.1350....0G,-10.064234733581543,0.1471129059791565,2020yCat.1350....0G,7.9854608,0.00023314476579994772,8.483545,0.0008139751500913196,7.3278456,0.0007282704786442703,,,,,7.9854608,0.00023314476579994772,0.656781775919411,0.0016979203264673348,0,6.569,0.029,6.113,0.029,6.003,0.017,2003yCat.2246....0C,,,,,,,,,
3122,11825,AB,2,1,,,,189.8643461,55.2603575,2000.0,2014yCat.2328....0C,42.400001525878906,2.1,2012ApJS..201...19D,125.19999694824219,1.100000023841858,-0.4000000059604645,1.100000023841858,2012ApJS..201...19D,,,,,,,,,,,,,,,,,,,14.711,0.032,13.568,0.029,12.792,0.029,2003tmc..book.....C,12.053,0.023,11.678,0.021,11.108,0.095,9.145,,2014yCat.2328....0C
2998,3710,,,0,,1575357587146077056,,182.87538613424064,57.40314952754088,2016.0,2020yCat.1350....0G,50.10653221332477,0.029455515,2020yCat.1350....0G,413.8312371270634,0.025899821892380714,-369.01131597298405,0.02643340639770031,2020yCat.1350....0G,,,,15.622568,0.00033981617786307567,15.935187,0.002027851804822079,15.132704,0.001497624244379284,,,,,15.622568,0.00033981617786307567,0.48723658699068173,0.0028363817302459104,0,14.679,0.034,14.362,0.052,14.458,0.095,2003yCat.2246....0C,14.264,0.026,14.224,0.038,13.075,,8.962,,2014yCat.2328....0C
3013,459,,,0,,1575287046603605888,59774,183.85734834773095,57.03265316489124,2016.0,2020yCat.1350....0G,40.5099983215332,0.15,2007A&A...474..653V,104.11,0.14000000059604645,7.3,0.12999999523162842,2007A&A...474..653V,,,,3.3111024,0.0014794956390487256,3.4510305,0.014520693490439775,3.1895428,0.0022174378828785316,,,,,3.3111024,0.0014794956390487256,0.17795381573947744,0.014746442628909688,0,3.316,0.248,3.306,0.252,3.104,0.338,2003yCat.2246....0C,2.086,,1.895,,3.158,0.015,3.074,0.023,2014yCat.2328....0C
2962,11727,,,0,,1573896198753650944,,181.4021839662666,56.394863843666194,2016.0,2020yCat.1350....0G,50.09544614571264,0.031192835,2020yCat.1350....0G,82.7961211648786,0.02797037549316883,-245.85313634130506,0.02782202884554863,2020yCat.1350....0G,,,,14.254209,0.0006331819576068851,16.423683,0.003569320589216809,12.901253,0.0010682574158088472,,,,,14.254209,0.0006331819576068851,1.3549200879574923,0.003946038947481085,0,10.755,0.021,10.162,0.023,9.847,0.019,2003yCat.2246....0C,9.626,0.023,9.458,0.019,9.214,0.03,8.926,0.366,2014yCat.2328....0C
3083,1160,,,0,,1571145907856592768,61100,187.8296795599063,55.118844491249305,2016.0,2020yCat.1350....0G,38.810059533966324,0.63357955,2020yCat.1350....0G,99.42268534736041,0.5573599934577942,-27.383205865688478,0.658641517162323,2020yCat.1350....0G,-10.443544387817383,0.6702088713645935,2020yCat.1350....0G,7.7882166,0.0003041443092747785,8.294529,0.0009547256157989174,7.1086907,0.0006401888516842997,,,,,7.7882166,0.0003041443092747785,0.6706682175227431,0.0017353220932390288,0,6.324,0.052,5.814,0.027,5.662,0.02,2003yCat.2246....0C,5.637,0.149,5.555,0.053,5.651,0.015,5.605,0.034,2014yCat.2328....0C
3069,1159,B,2,0,,1572366022165982208,,187.29983334526224,53.55230849598321,2016.0,2020yCat.1350....0G,40.01531504121985,0.057573747,2020yCat.1350....0G,-1222.9789085613538,0.0435568243265152,136.7423468656601,0.05738699063658714,2020yCat.1350....0G,,,,15.945536,0.0009240803242605458,18.755205,0.017631487464279977,14.502052,0.0016646953872738997,,,,,15.945536,0.0009240803242605458,1.4434833526611328,0.0019039787756423322,1,12.202,0.022,11.697,0.021,11.369,0.016,2003yCat.2246....0C,11.129,0.023,10.897,0.02,10.707,0.075,8.874,,2014yCat.2328....0C
3070,1159,A,2,1,,1572366022165982080,,187.3009296583455,53.546401642821486,2016.0,2020yCat.1350....0G,39.92600324955068,0.030369073,2020yCat.1350....0G,-1221.3944090088185,0.018483763560652733,134.7766729409008,0.02425333485007286,2020yCat.1350....0G,,,,12.862367,0.0004449970341009655,14.416227,0.0015167820859412807,11.648699,0.0006505657042901631,,,,,12.862367,0.0004449970341009655,1.2102536906113892,0.0021009197109435047,0,9.983,0.023,9.499,0.021,9.223,0.014,2003yCat.2246....0C,9.052,0.023,8.845,0.02,8.726,0.022,8.534,0.284,2014yCat.2328....0C
3080,11799,,,0,,1569335115284976000,61053,187.70903926075172,53.07741445845555,2016.0,2020yCat.1350....0G,44.85452301444699,0.02134068,2020yCat.1350....0G,18.935878927927302,0.013662056066095829,181.69723811634668,0.018430214375257492,2020yCat.1350....0G,-21.82329559326172,0.14501620829105377,2020yCat.1350....0G,6.072821,0.0002323136028716428,6.351141,0.0005807733781852657,5.624417,0.0008499836413460553,,,,,6.072821,0.0002323136028716428,0.4484407850901485,0.0016582430181866063,0,5.116,8.888,4.891,0.024,4.82,0.016,2003yCat.2246....0C,4.793,0.266,4.63,0.124,4.861,0.014,4.818,0.024,2014yCat.2328....0C
3029,11771,,,0,,,,185.1516085,54.1214801,2000.0,2014yCat.2328....0C,47.6,5.1,2021ApJS..253....7K,181.7,4.5,-322.0,4.5,2021ApJS..253....7K,,,,,,,,,,,,,,,,,,,,,,,,,,19.227,0.517,15.757,0.091,12.988,,9.41,,2014yCat.2328....0C
3002,458,B,2,0,,1573086507223498496,,183.0899279516138,54.49017314324894,2016.0,2020yCat.1350....0G,65.61248229162568,0.030669855,2020yCat.1350....0G,239.39238864412084,0.020632488653063774,89.63936199713231,0.021975701674818993,2020yCat.1350....0G,,,,12.097119,0.00044255169417145145,13.669902,0.0019896353856628693,10.879491,0.0007972445187309416,,,,,12.097119,0.00044255169417145145,1.2154873740964192,0.0025068402004372685,0,9.171,0.022,8.659,0.021,8.387,0.015,2003yCat.2246....0C,8.295,0.03,8.109,0.025,7.968,0.023,7.666,0.153,2014yCat.2328....0C
3001,458,A,2,1,,1573086442800134272,59514,183.08869317808734,54.48616586319348,2016.0,2020yCat.1350....0G,65.60901410534463,0.014761746,2020yCat.1350....0G,232.5251612739905,0.010750659741461277,92.14790963525573,0.011152203194797039,2020yCat.1350....0G,-17.084714889526367,0.3180590271949768,2020yCat.1350....0G,9.043074,0.0002345460855093882,9.976097,0.0006232142529030989,8.087585,0.0003465478042536821,,,,,9.043074,0.0002345460855093882,0.9554286293350516,0.0014827310564140134,0,6.875,0.027,6.245,0.017,6.059,0.017,2003yCat.2246....0C,,,,,,,,,
3475,537,B,2,0,,1508886439891508736,,210.64244517648848,46.34065650294364,2016.0,2020yCat.1350....0G,89.56013602324192,0.032038033,2020yCat.1350....0G,582.1063958076784,0.020965008065104485,-44.60060737114146,0.02724740467965603,2020yCat.1350....0G,,,,9.161387,0.00044561266062159146,10.223026,0.002234258086691326,8.124157,0.001082328224670022,,,,,9.161387,0.00044561266062159146,1.0288000419508772,0.002802381769827756,0,,,,,,,,,,,,,,,,
3474,537,A,2,1,,1508886439891509248,,210.6418022886379,46.33971658723269,2016.0,2020yCat.1350....0G,89.6292167191529,0.032517243,2020yCat.1350....0G,575.1389568209214,0.02031327597796917,-40.58667997232523,0.027637772262096405,2020yCat.1350....0G,-41.00416946411133,0.3183927536010742,2020yCat.1350....0G,9.027913,0.0004077831217976151,10.061942,0.0007965171839158517,8.005742,0.0004757137518119315,,,,,9.027913,0.0004077831217976151,1.0143419118962689,0.001597104629614548,0,6.269,0.075,5.646,0.047,5.386,0.034,2003yCat.2246....0C,,,,,,,,,
3376,3797,,,0,,1552091474426587264,,205.08095929207659,47.20588269235298,2016.0,2020yCat.1350....0G,42.27882056158323,0.02264202,2020yCat.1350....0G,289.8107971322316,0.015597723424434662,-486.727510968564,0.019999388605356216,2020yCat.1350....0G,,,,13.834306,0.0005084642515853641,15.659509,0.0020308366202651433,12.555686,0.0009140638124142031,,,,,13.834306,0.0005084642515853641,1.2797234774199289,0.0025787225580459674,0,10.685,0.021,10.152,0.016,9.864,0.014,2003yCat.2246....0C,9.729,0.024,9.522,0.02,9.316,0.03,8.968,0.446,2014yCat.2328....0C
3372,11964,,,0,,1552064914348839936,,204.95443164069655,46.969249114956305,2016.0,2020yCat.1350....0G,41.51720039999013,0.03929019,2020yCat.1350....0G,-823.9551448009224,0.028910966590046883,49.031287745722615,0.03677339479327202,2020yCat.1350....0G,,,,15.052846,0.0005413135532219045,17.271648,0.006986670035434188,13.694457,0.000839157092818605,,,,,15.052846,0.0005413135532219045,1.3644706299753848,0.007155958552874781,0,11.622,0.022,11.079,0.025,10.778,0.022,2003yCat.2246....0C,10.536,0.022,10.341,0.02,10.106,0.054,9.038,,2014yCat.2328....0C
3371,521,,,0,,1503625448550796032,66625,204.85015439447483,46.18821939062563,2016.0,2020yCat.1350....0G,74.83040799608753,0.017209666,2020yCat.1350....0G,-42.33205023244051,0.01212513167411089,389.16686130756335,0.01432038750499487,2020yCat.1350....0G,-65.54911041259766,0.6232037544250488,2020yCat.1350....0G,9.407465,0.0002562180037393923,10.458403,0.000678045546848004,8.380756,0.0003179424350795474,,,,,9.407465,0.0002562180037393923,1.0214988433925853,0.0015002776928371364,0,7.054,0.018,6.513,0.036,6.284,0.017,2003yCat.2246....0C,6.158,0.104,5.963,0.043,6.013,0.015,5.901,0.048,2014yCat.2328....0C
3363,520,B,3,0,,1552284576156142720,,204.46153836411875,48.13786553308268,2016.0,2020yCat.1350....0G,47.240716203135044,0.029292956,2020yCat.1350....0G,-200.83726683990568,0.02276778407394886,-140.24966431845684,0.024463310837745667,2020yCat.1350....0G,,,,10.29601,0.0011420162441168578,10.878367,0.11405714056463263,8.877942,0.10680903993747565,,,,,10.29601,0.0011420162441168578,1.4180679321289062,0.10681514505662151,1,6.943,0.019,6.338,0.024,6.137,0.017,2014yCat.2328....0C,6.023,0.115,5.88,0.042,5.96,0.015,5.84,0.042,2014yCat.2328....0C
3364,520,A,3,1,,1552284674943267072,66492,204.46181940301904,48.13745627737044,2016.0,2020yCat.1350....0G,47.23676300708955,0.015150704,2020yCat.1350....0G,-241.45787850303216,0.011736431159079075,-137.5687558381905,0.012662018649280071,2020yCat.1350....0G,,,,9.479337,0.0002929693540364718,10.259856,0.008462936728104178,8.43403,0.01751179724185164,,,,,9.479337,0.0002929693540364718,0.9322172779664137,0.019492930531441837,0,6.943,0.019,6.338,0.024,6.137,0.017,2003yCat.2246....0C,6.023,0.115,5.88,0.042,5.96,0.015,5.84,0.042,2014yCat.2328....0C
3361,520,C,3,0,,1552284438717188608,,204.41705002575983,48.131101093711074,2016.0,2020yCat.1350....0G,47.24038531323833,0.018287791,2020yCat.1350....0G,-218.4215605931608,0.012587121687829494,-136.69132331281816,0.014772187918424606,2020yCat.1350....0G,,,,13.087726,0.00045687512436356516,14.737932,0.0019293069974424236,11.851623,0.0008523906545390836,,,,,13.087726,0.00045687512436356516,1.2360376804420246,0.0024776592417695108,0,10.122,0.021,9.587,0.019,9.302,0.02,2003yCat.2246....0C,9.097,0.022,8.916,0.019,8.741,0.026,8.615,0.296,2014yCat.2328....0C
3236,3765,,,0,,1554835340053676800,,197.23107831141087,49.08065037338845,2016.0,2020yCat.1350....0G,56.16284880502885,0.018252308,2020yCat.1350....0G,-99.31292451588756,0.012295789085328579,56.44200848108481,0.015713121742010117,2020yCat.1350....0G,10.85827922821045,0.27637869119644165,2020yCat.1350....0G,10.220127,0.00033700434105898586,11.268794,0.0008045437157891221,9.203682,0.00036628243938359965,,,,,10.220127,0.00033700434105898586,1.0172878256374231,0.0015720856897817523,0,7.897,0.021,7.301,0.018,7.09,0.021,2003yCat.2246....0C,6.913,0.059,6.848,0.02,6.794,0.016,6.713,0.07,2014yCat.2328....0C
3280,508,AB,2,1,,,65026,199.93990019433522,47.77807190518052,1991.25,2007A&A...474..653V,93.4000015258789,2.21,2007A&A...474..653V,88.61,2.5899999141693115,-12.34,1.690000057220459,2007A&A...474..653V,,,,,,,,,,7.688478331795989,0.0819297805428505,1.0416226814813738,0.13115444692159633,7.6884785,0.0819297805428505,1.0416226814813738,0.13115444692159633,2,,,,,,,,,,,,,,,,
3242,11898,,,0,,1554433777791815808,,197.54841703158766,47.752447720374036,2016.0,2020yCat.1350....0G,82.05957170387103,0.039710037,2020yCat.1350....0G,-636.0594607686569,0.022234678268432617,-616.3915415952039,0.028670979663729668,2020yCat.1350....0G,,,,12.802547,0.0006060470762136245,14.736861,0.0030334442196022064,11.493626,0.0012549172293592334,,,,,12.802547,0.0006060470762136245,1.3064034740456556,0.0035308074269181965,0,9.584,0.02,8.995,0.017,8.687,0.016,2003yCat.2246....0C,8.46,0.023,8.289,0.02,8.104,0.02,7.888,0.207,2014yCat.2328....0C
3375,1174,,,0,,1501656395023984640,,205.02996115271677,43.77856287118751,2016.0,2020yCat.1350....0G,57.91664658888077,0.10532071,2020yCat.1350....0G,-1083.8719435582993,0.07413051277399063,304.4889140610798,0.0933617502450943,2020yCat.1350....0G,,,,11.46575,0.0007985368251519212,13.006554,0.0009719773626567881,10.261556,0.000530694079932353,,,,,11.46575,0.0007985368251519212,1.205108985569999,0.0017077400856080214,0,8.599,0.018,8.041,0.046,7.794,0.027,2003yCat.2246....0C,7.544,0.033,7.409,0.021,7.314,0.017,7.055,0.088,2014yCat.2328....0C
3336,11944,,,0,,1501343790124237312,,203.20083794635732,42.675200563074355,2016.0,2020yCat.1350....0G,46.78165439042072,0.037199587,2020yCat.1350....0G,-66.6375797424896,0.02530159428715706,193.43210248819673,0.030147770419716835,2020yCat.1350....0G,,,,14.939871,0.00046789869006142257,17.156776,0.004756293483652192,13.581012,0.0009071920844255856,,,,,14.939871,0.00046789869006142257,1.3639414931313658,0.005013514254560043,0,11.523,0.021,10.949,0.019,10.646,0.018,2003yCat.2246....0C,10.461,0.023,10.24,0.02,10.063,0.047,9.087,,2014yCat.2328....0C
3220,11890,,,0,,1557142459045799552,,196.09887924887923,50.08783957794217,2016.0,2020yCat.1350....0G,42.270779925357246,0.034567334,2020yCat.1350....0G,104.26278631710318,0.02740994095802307,-89.49396096435001,0.02996191196143627,2020yCat.1350....0G,,,,15.047219,0.0005648540941077539,17.272823,0.005130142025879109,13.687172,0.0009637235268755264,,,,,15.047219,0.0005648540941077539,1.3649340198881434,0.005379323400014579,0,11.636,0.025,11.051,0.021,10.729,0.018,2003yCat.2246....0C,10.522,0.023,10.323,0.021,10.115,0.055,8.99,,2014yCat.2328....0C
3189,3756,,,0,,1555980240895554816,,193.98857038048914,50.91909362621952,2016.0,2020yCat.1350....0G,46.53751701624306,0.016025227,2020yCat.1350....0G,254.01741273815875,0.010512425564229488,-827.3156717689824,0.012286670506000519,2020yCat.1350....0G,,,,13.170906,0.0004614274309636795,14.656364,0.0014004482621676046,11.981799,0.0005571128551714412,,,,,13.170906,0.0004614274309636795,1.18890827134528,0.0019903844021709823,0,10.38,0.019,9.88,0.027,9.605,0.024,2003yCat.2246....0C,9.431,0.023,9.236,0.019,9.119,0.033,8.873,0.427,2014yCat.2328....0C
3144,483,,,0,,1568219729458240128,62145,191.05782946985116,51.75845261941906,2016.0,2020yCat.1350....0G,68.97854770632591,0.55440253,2020yCat.1350....0G,-387.04218778039206,0.3508128821849823,-185.27835852652942,0.43857771158218384,2020yCat.1350....0G,9.181385040283203,0.33811959624290466,2020yCat.1350....0G,6.7498126,0.00016929473750567056,7.225675,0.0007828688884603162,6.106921,0.0007087621902873084,,,,,6.7498126,0.00016929473750567056,0.6403343086827759,0.0016748813506932228,0,5.318,8.888,4.9,0.02,4.78,0.016,2003yCat.2246....0C,4.677,0.243,4.446,0.122,4.734,0.014,4.733,0.026,2014yCat.2328....0C
3225,498,,,0,,1555608537246019968,63894,196.42296490813158,49.472555186899676,2016.0,2020yCat.1350....0G,46.38462359795369,0.012520477,2020yCat.1350....0G,63.11646025711162,0.01003193762153387,139.62156723310892,0.0115534458309412,2020yCat.1350....0G,-6.599830150604248,0.17015227675437927,2020yCat.1350....0G,8.822416,0.00020319866304010484,9.485454,0.0006005809962034061,8.039906,0.00037696758084901756,,,,,8.822416,0.00020319866304010484,0.7825720985676297,0.0014808112945314256,0,7.066,0.024,6.46,0.017,6.362,0.018,2003yCat.2246....0C,6.284,0.087,6.251,0.026,6.31,0.015,6.246,0.052,2014yCat.2328....0C
3015,11762,,,0,,1548107600202207488,,183.9147880376538,52.652426239241755,2016.0,2020yCat.1350....0G,39.87161319403596,0.17645979,2020yCat.1350....0G,105.24207853089604,0.11722604930400848,-1.1247039139120663,0.13652659952640533,2020yCat.1350....0G,,,,11.373489,0.0010416047200723258,12.79829,0.004327796518657537,10.189999,0.0019224555409459766,,,,,11.373489,0.0010416047200723258,1.1729922475974366,0.004910769594861704,0,8.588,0.024,7.993,0.04,7.757,0.027,2003yCat.2246....0C,7.579,0.031,7.457,0.02,7.34,0.016,7.218,0.078,2014yCat.2328....0C
3158,3748,,,0,,1542683331386097280,62374,191.74921096427403,46.62460922316663,2016.0,2020yCat.1350....0G,49.545396212294754,0.03748789,2020yCat.1350....0G,-761.3563202893189,0.020512107759714127,-298.6517545580601,0.027526669204235077,2020yCat.1350....0G,,,,10.724394,0.00037038926878596337,11.998352,0.0007584186240840664,9.597057,0.0004534786965043705,,,,,10.724394,0.00037038926878596337,1.1197371235631326,0.0015718911341250294,0,8.104,0.02,7.472,0.024,7.223,0.017,2003yCat.2246....0C,,,,,,,,,
3133,3741,,,0,,1543433713713273344,,190.40933009025773,48.23951951051782,2016.0,2020yCat.1350....0G,42.31719772367182,0.021992633,2020yCat.1350....0G,216.58140814562034,0.012930764816701412,-157.82156374957248,0.016919244080781937,2020yCat.1350....0G,,,,10.779675,0.000311288698162911,11.886829,0.000899084434996651,9.730494,0.0006007293818816393,,,,,10.779675,0.000311288698162911,1.0473238256169821,0.001690925371360056,0,8.376,0.032,7.797,0.044,7.565,0.026,2003yCat.2246....0C,7.326,0.033,7.338,0.021,7.258,0.017,7.116,0.091,2014yCat.2328....0C
3121,3738,,,0,,1542896911520969600,61722,189.77208356403887,47.03921271467097,2016.0,2020yCat.1350....0G,43.55929832689223,0.050583556,2020yCat.1350....0G,384.6679528850013,0.02487354353070259,-118.33338956810591,0.034317851066589355,2020yCat.1350....0G,-10.896208763122559,0.31374773383140564,2020yCat.1350....0G,11.208411,0.0005947160625524776,12.467017,0.002206230604809909,10.094098,0.0011996377541026028,,,,,11.208411,0.0005947160625524776,1.1118537266211541,0.002827823230449215,0,8.649,0.026,7.991,0.02,7.786,0.017,2003yCat.2246....0C,7.596,0.03,7.531,0.019,7.441,0.018,7.345,0.123,2014yCat.2328....0C
3184,11864,,,0,,1530331933155079808,,193.62965478747915,44.99190694259781,2016.0,2020yCat.1350....0G,53.96714027745307,0.033579864,2020yCat.1350....0G,-651.8917312212388,0.01870112679898739,-269.1677464730408,0.023090437054634094,2020yCat.1350....0G,,,,14.157791,0.0003380954459066523,16.205584,0.0030161216681241147,12.828411,0.0007111326917464857,,,,,14.157791,0.0003380954459066523,1.3299930121865886,0.0033604612216477656,0,10.874,0.021,10.301,0.026,9.986,0.02,2003yCat.2246....0C,9.754,0.023,9.55,0.021,9.381,0.031,9.083,0.502,2014yCat.2328....0C
3011,458.2,,,0,,1545795533411708032,59748,183.78523588209376,48.732334993762976,2016.0,2020yCat.1350....0G,43.82586549701759,0.103330016,2020yCat.1350....0G,-226.13815053834716,0.04701915383338928,-50.54998700400681,0.06803913414478302,2020yCat.1350....0G,-14.630566596984863,0.6498713493347168,2020yCat.1350....0G,9.804552,0.00027217768064158706,10.742855,0.0003692665447074823,8.838976,0.0002698274335325503,,,,,9.804552,0.00027217768064158706,0.9609815455261163,0.001378101819506442,0,7.61,0.023,6.973,0.027,6.773,0.016,2003yCat.2246....0C,6.7,0.064,6.64,0.022,6.609,0.016,6.554,0.053,2014yCat.2328....0C
2980,11742,A,2,1,,1545970149597276288,,182.28139298092532,47.60017602623788,2016.0,2020yCat.1350....0G,45.32268239421354,0.16635104,2020yCat.1350....0G,590.6820076321818,0.0650552362203598,-291.48805423189435,0.14256180822849274,2020yCat.1350....0G,,,,13.406511,0.0009664921116484585,15.26568,0.001956174364002344,12.099834,0.000803165257093985,,,,,13.406511,0.0009664921116484585,1.2922668227535505,0.002482275684242752,0,10.239,0.025,9.641,0.028,9.346,0.023,2003yCat.2246....0C,9.166,0.023,8.975,0.021,8.788,0.028,8.773,0.421,2014yCat.2328....0C
2981,11743,B,2,0,11742,1545970149597276160,,182.28149120286588,47.591715160229874,2016.0,2020yCat.1350....0G,45.078558922244355,0.02741156,2020yCat.1350....0G,591.5205035692686,0.013703352771699429,-300.3847800726997,0.02369140461087227,2020yCat.1350....0G,,,,14.338242,0.0004960388728320361,16.311653,0.0026267257476340674,13.027856,0.0009834848904851797,,,,,14.338242,0.0004960388728320361,1.3134332126602928,0.0030914285828879174,0,11.095,0.023,10.519,0.028,10.225,0.021,2003yCat.2246....0C,10.036,0.024,9.856,0.02,9.622,0.038,8.685,,2014yCat.2328....0C
